,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W],GFE [KJ/mol],GFE_Tc [KJ/mol],dG[KJ/mol],Fluid,FR
309,33.0,356.75,339.65,17.099999999999994,0.8132661033354576,0.2137499999999999,-613.067073399851,-583.6810973518133,-29.38597604803772,Al2O3 DI Water 60,60
310,33.5,356.35,339.4,16.950000000000003,0.8132661033354576,0.211875,-612.3796821472653,-583.2514778189473,-29.12820432831802,Al2O3 DI Water 60,60
311,34.0,357.15,340.15,17.0,0.8132661033354576,0.2125,-613.7544646524367,-584.5403364175454,-29.21412823489129,Al2O3 DI Water 60,60
312,34.5,356.35,341.4,14.950000000000005,0.8132661033354576,0.186875,-612.3796821472653,-586.6884340818756,-25.691248065389686,Al2O3 DI Water 60,60
313,35.0,356.54999999999995,344.4,12.150000000000006,0.8465966813410092,0.151875,-493.6569028725824,-476.8347702967813,-16.82213257580105,Al2O3 DI Water 60,60
314,35.5,356.75,343.9,12.849999999999994,0.8465966813410092,0.1606249999999999,-493.9338104046943,-476.1425014665015,-17.791308938192856,Al2O3 DI Water 60,60
315,36.0,357.15,344.15,13.0,0.8465966813410092,0.1625,-494.4876254689183,-476.4886358816413,-17.99898958727698,Al2O3 DI Water 60,60
316,36.5,357.15,345.15,12.0,0.8799272593465607,0.15,-379.8268510255932,-367.0649240696724,-12.761926955920783,Al2O3 DI Water 60,60
317,37.0,357.75,345.4,12.349999999999994,0.8799272593465607,0.1543749999999999,-380.4649473733893,-367.3307975479207,-13.134149825468512,Al2O3 DI Water 60,60
318,37.5,358.35,346.4,11.950000000000005,0.8799272593465607,0.149375,-381.1030437211852,-368.3942914609141,-12.708752260271126,Al2O3 DI Water 60,60
319,38.0,358.35,346.15,12.200000000000005,0.8799272593465607,0.1525,-381.1030437211852,-368.1284179826657,-12.974625738519478,Al2O3 DI Water 60,60
320,38.5,358.54999999999995,346.4,12.150000000000006,0.8799272593465607,0.151875,-381.31574250378384,-368.3942914609141,-12.921451042869762,Al2O3 DI Water 60,60
321,39.0,358.75,346.4,12.349999999999994,0.8799272593465607,0.1543749999999999,-381.5284412863826,-368.3942914609141,-13.134149825468512,Al2O3 DI Water 60,60
322,39.5,358.75,346.9,11.849999999999994,0.8799272593465607,0.1481249999999999,-381.5284412863826,-368.9260384174108,-12.602402868971808,Al2O3 DI Water 60,60
323,40.0,359.54999999999995,347.9,11.650000000000006,0.8799272593465607,0.145625,-382.3792364167773,-369.9895323304042,-12.389704086373117,Al2O3 DI Water 60,60
324,40.5,359.35,347.9,11.450000000000005,0.8799272593465607,0.143125,-382.1665376341786,-369.9895323304042,-12.177005303774422,Al2O3 DI Water 60,60
325,41.0,359.35,346.65,12.700000000000005,0.8799272593465607,0.15875,-382.1665376341786,-368.6601649391624,-13.506372695016182,Al2O3 DI Water 60,60
326,41.5,359.35,346.15,13.200000000000005,0.8799272593465607,0.165,-382.1665376341786,-368.1284179826657,-14.038119651512886,Al2O3 DI Water 60,60
327,42.0,359.35,346.4,12.950000000000005,0.8799272593465607,0.161875,-382.1665376341786,-368.3942914609141,-13.772246173264534,Al2O3 DI Water 60,60
328,42.5,359.35,346.15,13.200000000000005,0.8799272593465607,0.165,-382.1665376341786,-368.1284179826657,-14.038119651512886,Al2O3 DI Water 60,60
329,43.0,359.75,347.15,12.599999999999994,0.8799272593465607,0.1574999999999999,-382.591935199376,-369.19191189565913,-13.400023303716864,Al2O3 DI Water 60,60
330,43.5,359.54999999999995,347.15,12.400000000000006,0.8799272593465607,0.155,-382.3792364167773,-369.19191189565913,-13.187324521118173,Al2O3 DI Water 60,60
331,44.0,359.35,348.15,11.200000000000005,0.9465884153576638,0.14,-163.99402266134646,-158.88275772797488,-5.1112649333715865,Al2O3 DI Water 60,60
332,44.5,359.54999999999995,346.65,12.900000000000006,0.9465884153576638,0.16125,-164.0852952494424,-158.1982133172555,-5.887081932186902,Al2O3 DI Water 60,60
333,45.0,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477,Al2O3 DI Water 60,60
334,45.5,360.55,347.15,13.400000000000006,0.9465884153576638,0.1675,-164.541658189922,-158.42639478749527,-6.115263402426734,Al2O3 DI Water 60,60
335,46.0,360.35,346.9,13.450000000000005,0.9465884153576638,0.168125,-164.45038560182607,-158.3123040523754,-6.138081549450675,Al2O3 DI Water 60,60
336,46.5,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477,Al2O3 DI Water 60,60
337,47.0,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477,Al2O3 DI Water 60,60
338,47.5,360.35,346.65,13.700000000000005,0.9465884153576638,0.17125,-164.45038560182607,-158.1982133172555,-6.252172284570577,Al2O3 DI Water 60,60
339,48.0,360.55,346.9,13.650000000000006,0.9465884153576638,0.170625,-164.541658189922,-158.3123040523754,-6.229354137546608,Al2O3 DI Water 60,60
340,48.5,360.55,347.4,13.150000000000006,0.9465884153576638,0.164375,-164.541658189922,-158.54048552261517,-6.001172667306832,Al2O3 DI Water 60,60
341,49.0,360.75,347.9,12.849999999999994,0.9465884153576638,0.1606249999999999,-164.63293077801794,-158.76866699285495,-5.8642637851629615,Al2O3 DI Water 60,60
342,49.5,360.35,346.65,13.700000000000005,0.9465884153576638,0.17125,-164.45038560182607,-158.1982133172555,-6.252172284570577,Al2O3 DI Water 60,60
343,50.0,360.55,346.9,13.650000000000006,0.9465884153576638,0.170625,-164.541658189922,-158.3123040523754,-6.229354137546608,Al2O3 DI Water 60,60
344,0.0,304.4833333333333,301.15,3.333333333333332,0.3799685892632876,0.0416666666666666,-2449.623484487101,-2422.8062149651014,-26.81726952199961,Al2O3 DI Water 60,60
345,0.5,304.15,301.15,3.0,0.3799685892632876,0.0375,-2446.941757534901,-2422.8062149651014,-24.13554256979978,Al2O3 DI Water 60,60
346,1.0,303.81666666666666,301.15,2.666666666666668,0.3799685892632876,0.0333333333333333,-2444.2600305827013,-2422.8062149651014,-21.45381561759996,Al2O3 DI Water 60,60
347,1.5,305.4833333333333,301.9,3.583333333333336,0.3799685892632876,0.0447916666666666,-2457.6686653437014,-2428.8401006075514,-28.82856473614993,Al2O3 DI Water 60,60
348,2.0,306.4833333333333,302.15,4.333333333333336,0.3799685892632876,0.0541666666666666,-2465.7138462003013,-2430.8513958217018,-34.86245037859953,Al2O3 DI Water 60,60
349,2.5,307.4833333333333,302.15,5.333333333333336,0.3799685892632876,0.0666666666666667,-2473.759027056901,-2430.8513958217018,-42.90763123519946,Al2O3 DI Water 60,60
350,3.0,309.15,302.15,7.0,0.3799685892632876,0.0875,-2487.1676618179017,-2430.8513958217018,-56.316265996199945,Al2O3 DI Water 60,60
351,3.5,312.15,302.65,9.5,0.3799685892632876,0.11875,-2511.303204387702,-2434.873986250001,-76.42921813770045,Al2O3 DI Water 60,60
352,4.0,313.81666666666666,303.15,10.666666666666664,0.3799685892632876,0.1333333333333333,-2524.711839148702,-2438.8965766783017,-85.81526247040028,Al2O3 DI Water 60,60
353,4.5,315.15,303.4,11.75,0.3799685892632876,0.146875,-2535.438746957502,-2440.907871892452,-94.53087506505062,Al2O3 DI Water 60,60
354,5.0,316.4833333333333,304.15,12.333333333333336,0.3799685892632876,0.1541666666666667,-2546.165654766301,-2446.941757534901,-99.22389723140031,Al2O3 DI Water 60,60
355,5.5,318.4833333333333,304.9,13.583333333333336,0.3799685892632876,0.1697916666666667,-2562.256016479502,-2452.975643177352,-109.28037330215012,Al2O3 DI Water 60,60
356,6.0,320.4833333333333,304.9,15.583333333333336,0.3799685892632876,0.1947916666666667,-2578.346378192702,-2452.975643177352,-125.37073501535042,Al2O3 DI Water 60,60
357,6.5,321.81666666666666,305.15,16.666666666666664,0.4132991672688391,0.2083333333333333,-2364.1018625422475,-2241.666632207054,-122.4352303351934,Al2O3 DI Water 60,60
358,7.0,324.4833333333333,306.4,18.083333333333336,0.4132991672688391,0.2260416666666667,-2383.691499395878,-2250.849274482194,-132.84222491368428,Al2O3 DI Water 60,60
359,7.5,326.4833333333333,307.4,19.083333333333336,0.4132991672688391,0.2385416666666667,-2398.3837270361014,-2258.195388302305,-140.18833873379617,Al2O3 DI Water 60,60
360,8.0,328.4833333333333,308.65,19.833333333333336,0.4132991672688391,0.2479166666666667,-2413.0759546763243,-2267.3780305774444,-145.69792409887987,Al2O3 DI Water 60,60
361,8.5,330.15,308.65,21.5,0.4799603232799422,0.26875,-2014.874740726993,-1883.6622405736373,-131.21250015335568,Al2O3 DI Water 60,60
362,9.0,331.15,309.65,21.5,0.4799603232799422,0.26875,-2020.9776477108696,-1889.7651475575144,-131.21250015335545,Al2O3 DI Water 60,60
363,9.5,333.4833333333333,310.65,22.833333333333336,0.4799603232799422,0.2854166666666667,-2035.217764006583,-1895.8680545413915,-139.3497094651916,Al2O3 DI Water 60,60
364,10.0,335.4833333333333,311.4,24.083333333333336,0.4799603232799422,0.3010416666666667,-2047.423577974337,-1900.445234779299,-146.97834319503795,Al2O3 DI Water 60,60
365,10.5,337.4833333333333,312.65,24.83333333333333,0.4799603232799422,0.3104166666666666,-2059.629391942091,-1908.0738685091453,-151.5555234329454,Al2O3 DI Water 60,60
366,11.0,338.81666666666666,313.15,25.66666666666667,0.5132909012854937,0.3208333333333334,-1878.6404376917865,-1736.3261933096055,-142.31424438218096,Al2O3 DI Water 60,60
367,11.5,339.4833333333333,313.65,25.83333333333333,0.5466214792910453,0.3229166666666666,-1704.7648769855675,-1575.0390406986794,-129.72583628688812,Al2O3 DI Water 60,60
368,12.0,341.81666666666666,314.9,26.91666666666667,0.5466214792910453,0.3364583333333334,-1716.482049295351,-1581.3160972932062,-135.1659520021451,Al2O3 DI Water 60,60
369,12.5,332.15,315.15,17.0,0.5799520572965968,0.2125,-1504.4896999787488,-1427.4873669977503,-77.00233298099852,Al2O3 DI Water 60,60
370,13.0,343.4833333333333,316.9,26.58333333333333,0.6132826353021483,0.3322916666666666,-1396.2456217716654,-1288.1854652028942,-108.06015656877116,Al2O3 DI Water 60,60
371,13.5,343.15,318.9,24.25,0.6132826353021483,0.303125,-1394.890635482402,-1296.3153829384758,-98.57525254392613,Al2O3 DI Water 60,60
372,14.0,344.81666666666666,319.4,25.41666666666667,0.6132826353021483,0.3177083333333333,-1401.66556692872,-1298.347862372371,-103.31770455634889,Al2O3 DI Water 60,60
373,14.5,347.15,319.65,27.5,0.6466132133076999,0.34375,-1258.4055659717935,-1158.7191103640614,-99.68645560773234,Al2O3 DI Water 60,60
374,15.0,347.4833333333333,320.65,26.83333333333333,0.6799437913132514,0.3354166666666666,-1114.408630467747,-1028.3518462069635,-86.05678426078316,Al2O3 DI Water 60,60
375,15.5,349.4833333333333,322.15,27.33333333333333,0.6799437913132514,0.3416666666666666,-1120.8228007232092,-1033.1624738985604,-87.66032682464879,Al2O3 DI Water 60,60
376,16.0,350.4833333333333,323.15,27.33333333333333,0.7466049473243546,0.3416666666666666,-851.5025814161991,-785.0959889238044,-66.40659249239468,Al2O3 DI Water 60,60
377,16.5,350.4833333333333,323.9,26.58333333333333,0.7466049473243546,0.3322916666666666,-851.5025814161991,-786.9181210348763,-64.58446038132274,Al2O3 DI Water 60,60
378,17.0,352.15,325.4,26.75,0.7466049473243546,0.334375,-855.5517638852476,-790.56238525702,-64.98937862822766,Al2O3 DI Water 60,60
379,17.5,352.81666666666666,326.65,26.16666666666667,0.7799355253299061,0.3270833333333334,-729.058597140215,-674.9879278828038,-54.07066925741128,Al2O3 DI Water 60,60
380,18.0,354.15,328.15,26.0,0.8132661033354576,0.325,-608.5990302580441,-563.9185988399751,-44.68043141806902,Al2O3 DI Water 60,60
381,18.5,354.15,329.15,25.0,0.8132661033354576,0.3125,-608.5990302580441,-565.6370769714392,-42.96195328660485,Al2O3 DI Water 60,60
382,19.0,352.15,330.15,22.0,0.8132661033354576,0.275,-605.1620739951157,-567.3555551029035,-37.80651889221224,Al2O3 DI Water 60,60
383,19.5,353.81666666666666,333.4,20.41666666666667,0.8132661033354576,0.2552083333333333,-608.0262042142227,-572.9406090301621,-35.085595184060594,Al2O3 DI Water 60,60
384,20.0,354.81666666666666,333.4,21.41666666666667,0.8465966813410092,0.2677083333333334,-491.2570375942788,-461.604856030624,-29.652181563654835,Al2O3 DI Water 60,60
385,20.5,355.81666666666666,333.4,22.41666666666667,0.8465966813410092,0.2802083333333334,-492.6415752548386,-461.604856030624,-31.036719224214607,Al2O3 DI Water 60,60
386,21.0,356.81666666666666,334.4,22.41666666666667,0.8799272593465607,0.2802083333333334,-379.4723530545954,-355.6323645049933,-23.839988549602083,Al2O3 DI Water 60,60
387,21.5,356.81666666666666,334.4,22.41666666666667,0.8799272593465607,0.2802083333333334,-379.4723530545954,-355.6323645049933,-23.839988549602083,Al2O3 DI Water 60,60
388,22.0,358.15,335.15,23.0,0.8799272593465607,0.2875,-380.89034493858657,-356.4299849397383,-24.46035999884828,Al2O3 DI Water 60,60
389,22.5,358.15,336.15,22.0,0.8799272593465607,0.275,-380.89034493858657,-357.49347885273176,-23.39686608585481,Al2O3 DI Water 60,60
390,23.0,358.81666666666666,337.4,21.41666666666667,0.8799272593465607,0.2677083333333334,-381.5993408805821,-358.82284624397346,-22.776494636608675,Al2O3 DI Water 60,60
391,23.5,358.15,338.15,20.0,0.9132578373521122,0.25,-270.18394760684816,-255.096194006019,-15.08775360082916,Al2O3 DI Water 60,60
392,24.0,360.15,340.4,19.75,0.9132578373521122,0.246875,-271.6927229669311,-256.7935662861123,-14.899156680818804,Al2O3 DI Water 60,60
393,24.5,360.81666666666666,341.15,19.66666666666667,0.9465884153576638,0.2458333333333334,-164.6633549740499,-155.68821714461762,-8.97513782943227,Al2O3 DI Water 60,60
394,25.0,360.81666666666666,341.15,19.66666666666667,0.9465884153576638,0.2458333333333334,-164.6633549740499,-155.68821714461762,-8.97513782943227,Al2O3 DI Water 60,60
395,25.5,360.81666666666666,342.4,18.41666666666667,0.9799189933632152,0.2302083333333334,-60.85265845620697,-57.74664027550076,-3.106018180706208,Al2O3 DI Water 60,60
396,26.0,359.4833333333333,342.4,17.08333333333333,0.9799189933632152,0.2135416666666666,-60.62778836167619,-57.74664027550076,-2.881148086175429,Al2O3 DI Water 60,60
397,26.5,360.4833333333333,343.9,16.58333333333333,1.0132495713687668,0.2072916666666666,39.44897194212393,37.634198855878,1.8147730862459357,Al2O3 DI Water 60,60
398,27.0,360.81666666666666,343.15,17.66666666666667,1.0132495713687668,0.2208333333333333,39.48544979310376,37.552123691173406,1.933326101930348,Al2O3 DI Water 60,60
399,27.5,357.81666666666666,343.15,14.666666666666671,1.0132495713687668,0.1833333333333334,39.15714913428539,37.552123691173406,1.605025443111984,Al2O3 DI Water 60,60
400,28.0,362.15,343.65,18.5,1.0132495713687668,0.23125,39.63136119702302,37.60684046764314,2.02452072937988,Al2O3 DI Water 60,60
401,28.5,361.81666666666666,343.9,17.91666666666667,1.0132495713687668,0.2239583333333334,39.5948833460432,37.634198855878,1.9606844901652067,Al2O3 DI Water 60,60
402,29.0,362.15,344.4,17.75,1.0132495713687668,0.221875,39.63136119702302,37.68891563234772,1.942445564675296,Al2O3 DI Water 60,60
403,29.5,362.4833333333333,344.9,17.58333333333333,1.0132495713687668,0.2197916666666666,39.66783904800283,37.743632408817454,1.9242066391853785,Al2O3 DI Water 60,60
404,30.0,362.81666666666666,345.4,17.41666666666667,1.0132495713687668,0.2177083333333334,39.704316898982654,37.79834918528718,1.905967713695475,Al2O3 DI Water 60,60
405,30.5,363.15,344.9,18.25,1.0132495713687668,0.228125,39.74079474996248,37.743632408817454,1.997162341145021,Al2O3 DI Water 60,60
406,31.0,363.15,345.9,17.25,1.0132495713687668,0.215625,39.74079474996248,37.8530659617569,1.887728788205571,Al2O3 DI Water 60,60
407,31.5,362.4833333333333,346.4,16.08333333333333,1.0132495713687668,0.2010416666666666,39.66783904800283,37.90778273822663,1.7600563097762034,Al2O3 DI Water 60,60
408,32.0,363.4833333333333,355.15,8.333333333333329,1.0132495713687668,0.1041666666666666,39.77727260094229,38.86532632644685,0.911946274495442,Al2O3 DI Water 60,60
409,32.5,364.81666666666666,348.15,16.66666666666667,1.062285517730534,0.2083333333333334,183.2673398574798,174.89476277047356,8.372577087006249,Al2O3 DI Water 60,60
410,33.0,363.4833333333333,347.4,16.08333333333333,1.0636187408507565,0.2010416666666666,186.3879220478249,178.14066885986804,8.247253187956858,Al2O3 DI Water 60,60
411,33.5,363.81666666666666,348.15,15.666666666666671,1.0649519639709784,0.1958333333333334,190.3479613681621,182.1512009262696,8.196760441892536,Al2O3 DI Water 60,60
412,34.0,364.15,349.65,14.5,1.0662851870912005,0.18125,194.31019894973372,186.5730085480555,7.737190401678248,Al2O3 DI Water 60,60
413,34.5,364.4833333333333,349.9,14.583333333333329,1.0676184102114226,0.1822916666666666,198.27463363140396,190.3414723333346,7.933161298069336,Al2O3 DI Water 60,60
414,35.0,364.4833333333333,349.4,15.083333333333329,1.0689516333316444,0.1885416666666666,202.05647621657468,193.6948176598963,8.361658556678378,Al2O3 DI Water 60,60
415,35.5,364.4833333333333,349.65,14.833333333333329,1.0702848564518666,0.1854166666666666,205.83360493181905,197.45682005874207,8.3767848730769,Al2O3 DI Water 60,60
416,36.0,364.81666666666666,349.4,15.416666666666671,1.0716180795720889,0.1927083333333334,209.797723892418,200.93195137652015,8.865772515897788,Al2O3 DI Water 60,60
417,36.5,365.4833333333333,347.4,18.08333333333333,1.0729513026923108,0.2260416666666666,213.9591819884861,203.37293945770463,10.586242530781476,Al2O3 DI Water 60,60
418,37.0,366.15,350.4,15.75,1.0742845258125329,0.196875,218.12972282833823,208.7468383969677,9.38288443137057,Al2O3 DI Water 60,60
419,37.5,365.4833333333333,350.4,15.083333333333329,1.1246536952945223,0.1885416666666666,356.9633670480811,342.23164890413875,14.731718143942372,Al2O3 DI Water 60,60
420,38.0,366.15,350.9,15.25,1.1259869184147442,0.190625,361.22107453792654,346.17636229785177,15.044712240074771,Al2O3 DI Water 60,60
421,38.5,366.81666666666666,350.65,16.16666666666667,1.1273201415349663,0.2020833333333334,365.48763976406906,349.379547139636,16.108092624433084,Al2O3 DI Water 60,60
422,39.0,365.4833333333333,351.15,14.333333333333329,1.1286533646551884,0.1791666666666666,367.750642358512,353.3283908911255,14.422251467386502,Al2O3 DI Water 60,60
423,39.5,365.4833333333333,350.4,15.083333333333329,1.1299865877754105,0.1885416666666666,371.33790747107406,356.012958487476,15.324948983598064,Al2O3 DI Water 60,60
424,40.0,365.81666666666666,351.4,14.416666666666671,1.1313198108956326,0.1802083333333334,375.2628833731211,360.4739456484981,14.788937724622995,Al2O3 DI Water 60,60
425,40.5,366.81666666666666,351.15,15.666666666666671,1.1326530340158547,0.1958333333333334,379.8805767937225,363.6559531313072,16.224623662415354,Al2O3 DI Water 60,60
426,41.0,366.81666666666666,350.9,15.916666666666671,1.1339862571360766,0.1989583333333334,383.4682225109324,366.8290225246568,16.639199986275628,Al2O3 DI Water 60,60
427,41.5,366.4833333333333,350.9,15.583333333333329,1.1353194802562987,0.1947916666666666,386.69993147161136,370.256962899782,16.44296857182934,Al2O3 DI Water 60,60
428,42.0,367.4833333333333,351.65,15.833333333333329,1.1366527033765208,0.1979166666666666,391.3408248549359,374.4795711195198,16.861253735416085,Al2O3 DI Water 60,60
429,42.5,367.81666666666666,350.65,17.16666666666667,1.137985926496743,0.2145833333333334,395.2805735654513,376.8321168717898,18.448456693661456,Al2O3 DI Water 60,60
430,43.0,367.81666666666666,351.9,15.916666666666671,1.139319149616965,0.1989583333333334,398.8611511783064,381.6010850504672,17.260066127839195,Al2O3 DI Water 60,60
431,43.5,368.15,351.9,16.25,1.140652372737187,0.203125,402.80224972591566,385.0227126946889,17.779537031226766,Al2O3 DI Water 60,60
432,44.0,368.15,351.65,16.5,1.141985595857409,0.20625,406.37769940006586,388.1643840663674,18.21331533369846,Al2O3 DI Water 60,60
433,44.5,368.15,352.4,15.75,1.143318818977631,0.196875,409.9489773120456,392.4107554115574,17.538221900488168,Al2O3 DI Water 60,60
434,45.0,368.15,352.15,16.0,1.1446520420978532,0.2,413.5160931855653,395.5444580070537,17.971635178511576,Al2O3 DI Water 60,60
435,45.5,368.15,352.65,15.5,1.1459852652180753,0.19375,417.0790567103789,399.51902580175226,17.560030908626572,Al2O3 DI Water 60,60
436,46.0,367.81666666666666,352.65,15.166666666666671,1.1473184883382972,0.1895833333333333,420.2570202129616,402.9280117216935,17.329008491268098,Al2O3 DI Water 60,60
437,46.5,367.81666666666666,352.4,15.416666666666671,1.1486517114585193,0.1927083333333334,423.8084894606073,406.0449817008057,17.7635077598016,Al2O3 DI Water 60,60
438,47.0,367.81666666666666,352.9,14.916666666666671,1.1499849345787414,0.1864583333333334,427.3558389601558,410.0245835399129,17.331255420242883,Al2O3 DI Water 60,60
439,47.5,367.15,352.9,14.25,1.1513181576989635,0.178125,430.11807489942527,413.424128100251,16.693946799174284,Al2O3 DI Water 60,60
440,48.0,367.15,352.65,14.5,1.1526513808191856,0.18125,433.6507988314553,416.5244565107251,17.126342320730203,Al2O3 DI Water 60,60
441,48.5,367.81666666666666,352.4,15.416666666666671,1.1539846039394075,0.1927083333333334,437.9732642730765,419.6160541841465,18.357210088929943,Al2O3 DI Water 60,60
442,49.0,367.81666666666666,352.15,15.666666666666671,1.1553178270596296,0.1958333333333334,441.5042299179746,422.69893850817374,18.80529140980093,Al2O3 DI Water 60,60
443,49.5,367.81666666666666,352.15,15.666666666666671,1.1566510501798517,0.1958333333333334,445.031123219058,426.0756084324381,18.955514786619915,Al2O3 DI Water 60,60
444,50.0,367.81666666666666,352.4,15.416666666666671,1.1579842733000738,0.1927083333333334,448.5539535589617,429.7532644909459,18.8006890680158,Al2O3 DI Water 60,60
